iter	MAPE
0	0.2093359011
1	0.2032771045
2	0.1973898339
3	0.1918238878
4	0.1862450093
5	0.1812840255
6	0.1760428354
7	0.1713467979
8	0.1664840339
9	0.161799752
10	0.1572032813
11	0.1528159844
12	0.1485587947
13	0.1443163877
14	0.1401753119
15	0.1362071868
16	0.1323531203
17	0.1285963224
18	0.1249755473
19	0.1216246047
20	0.1181954966
21	0.1148543543
22	0.1119816543
23	0.1088590235
24	0.1058758859
25	0.1031304939
26	0.1005609272
27	0.09777908489
28	0.095166442
29	0.09266270404
30	0.09030209729
31	0.08807870897
32	0.08568210623
33	0.08398397437
34	0.08268067324
35	0.08042604472
36	0.07828409902
37	0.07617560166
38	0.07427639806
39	0.07224299883
40	0.07107009215
41	0.06923228492
42	0.06788498842
43	0.06608997011
44	0.06436081903
45	0.06273398184
46	0.06114030333
47	0.05966345998
48	0.05812987418
49	0.05667469949
50	0.05538348297
51	0.05399597826
52	0.05286635883
53	0.05159021605
54	0.05028710837
55	0.04905268719
56	0.04805103603
57	0.04714142703
58	0.04594392517
59	0.0450425363
60	0.04401400381
61	0.04294277953
62	0.04293170101
63	0.04188404323
64	0.04085690807
65	0.04051315532
66	0.03963644577
67	0.03883321658
68	0.03791006998
69	0.03762078331
70	0.03667213994
71	0.03580724673
72	0.03498348671
73	0.03425096531
74	0.03343933518
75	0.03274465673
76	0.03225836857
77	0.03151634692
78	0.03080339785
79	0.03040342624
80	0.02972090475
81	0.02915965645
82	0.02852410912
83	0.02791748874
84	0.0275166098
85	0.02693854282
86	0.02644897903
87	0.0258939694
88	0.02535162912
89	0.02488988288
90	0.02443220528
91	0.0240209565
92	0.02356193219
93	0.02317632769
94	0.02273271118
95	0.02255195859
96	0.02217579483
97	0.02173445671
98	0.02133578559
99	0.02101291915
100	0.02063356666
101	0.0202786658
102	0.01992225067
103	0.0195897921
104	0.01930541853
105	0.01898113033
106	0.01867729504
107	0.01838380144
108	0.01809856103
109	0.01803331907
110	0.01776632357
111	0.01751306058
112	0.01743033005
113	0.01740990581
114	0.01716227663
115	0.0170224965
116	0.01693185598
117	0.01669668825
118	0.0164608085
119	0.01621811426
120	0.01611473252
121	0.01592610643
122	0.01580953237
123	0.01561603506
124	0.0155225738
125	0.01534698972
126	0.01518471948
127	0.01502425788
128	0.01485300004
129	0.01467356564
130	0.01453379907
131	0.01453450956
132	0.01438247974
133	0.01454042504
134	0.01463911091
135	0.01458715229
136	0.01442272545
137	0.01428123679
138	0.01414758652
139	0.01399369572
140	0.01386767939
141	0.01374492785
142	0.01362370966
143	0.01362615314
144	0.01371804199
145	0.01367707505
146	0.01355981133
147	0.01344443178
148	0.01331921271
149	0.01319060302
150	0.01305479558
151	0.01301888915
152	0.01300964823
153	0.01292909236
154	0.01289635958
155	0.01285459066
156	0.01281458439
157	0.01273499224
158	0.01301735819
159	0.01315622912
160	0.01320312766
161	0.01312791826
162	0.01304521727
163	0.01309290386
164	0.01300311982
165	0.01332662121
166	0.01322315323
167	0.01312427382
168	0.01299852115
169	0.01304044426
170	0.01328337182
171	0.01325918461
172	0.01320313334
173	0.01313747794
174	0.01311547355
175	0.01308458754
176	0.01308725271
177	0.01300403817
178	0.01299571961
179	0.01291823242
180	0.01295690252
181	0.01287049654
182	0.0127894638
183	0.01280188906
184	0.01295464719
185	0.01300138709
186	0.01301760809
187	0.01316744908
188	0.01315702077
189	0.01308351585
190	0.01301171083
191	0.01309408045
192	0.01305783665
193	0.01296491558
194	0.0129324461
195	0.01296173226
196	0.01293023153
197	0.01283159571
198	0.01273982463
199	0.01284703033
200	0.01276266437
201	0.01276175463
202	0.01299719497
203	0.01309232242
204	0.01300150584
205	0.01303107112
206	0.01305473687
207	0.0132325831
208	0.01316302284
209	0.0131461222
210	0.01305414012
211	0.01296303179
212	0.01298975182
213	0.01296526202
214	0.01291027041
215	0.01297361801
216	0.01290300222
217	0.01282228987
218	0.01275538543
219	0.01277667403
220	0.01276715636
221	0.01279651132
222	0.01273998602
223	0.01267618459
224	0.01260277998
225	0.01253831901
226	0.01255539875
227	0.01253593403
228	0.01253601369
229	0.01253980236
230	0.0124726368
231	0.01239482263
232	0.01237442182
233	0.0122939739
234	0.0122424449
235	0.01219678735
236	0.01216285909
237	0.0121441009
238	0.01208429189
239	0.01210353431
240	0.01204665329
241	0.01199125719
242	0.01213812917
243	0.01217972726
244	0.01213558825
245	0.01212941657
246	0.01214580425
247	0.01212364279
248	0.0121053555
249	0.01214204681
250	0.01209006384
251	0.01228848507
252	0.01222433029
253	0.01216990971
254	0.01217463327
255	0.0121566334
256	0.01210850802
257	0.01204098639
258	0.01202583471
259	0.01205093859
260	0.01200404749
261	0.01194811625
262	0.01204182479
263	0.01206874627
264	0.01202492364
265	0.01195151193
266	0.01199065721
267	0.01200830736
268	0.01195572599
269	0.01210935348
270	0.01208498839
271	0.01205606244
272	0.01201603563
273	0.01197300592
274	0.01197419784
275	0.01203181961
276	0.01194748272
277	0.01193975015
278	0.011931733
279	0.01197117221
280	0.0119813771
281	0.01195438282
282	0.01228871628
283	0.01230291374
284	0.01224673271
285	0.01219751295
286	0.01218297477
287	0.01232296188
288	0.01225099046
289	0.01235002212
290	0.01235374826
291	0.0125412179
292	0.01260548375
293	0.01257140379
294	0.01269840061
295	0.01278405407
296	0.01276636556
297	0.01269766446
298	0.01281915067
299	0.01281560511
300	0.01275366619
301	0.01271859998
302	0.01272147906
303	0.012719178
304	0.01280651784
305	0.01288517929
306	0.01296285368
307	0.01296552863
308	0.01290159562
309	0.01288301186
310	0.01281020227
311	0.01327275652
312	0.01334872205
313	0.0132587982
314	0.01318238245
315	0.013146018
316	0.01309201427
317	0.01302831211
318	0.01297935241
319	0.01295222142
320	0.01290562008
321	0.01284026087
322	0.01306160118
323	0.01306530662
324	0.01300070627
325	0.01291215893
326	0.01303261874
327	0.01295703942
328	0.01286207322
329	0.01280251254
330	0.01279182639
331	0.01292256094
332	0.01282065623
333	0.01287709047
334	0.01298671709
335	0.01295793966
336	0.01288267073
337	0.0128323114
338	0.0132075636
339	0.0131478228
340	0.01323210496
341	0.01331216855
342	0.01321353942
343	0.0131776009
344	0.01313219468
345	0.0131600813
346	0.01308838172
347	0.01318525352
348	0.0131975122
349	0.01323550956
350	0.01315875978
351	0.01310626554
352	0.01326584727
353	0.01321567983
354	0.01362066062
355	0.0138051155
356	0.01379076246
357	0.01404784531
358	0.01398838272
359	0.01390104997
360	0.01379496324
361	0.01369868125
362	0.01360591313
363	0.01353993828
364	0.01344645336
365	0.01338558817
366	0.0134457546
367	0.01337957445
368	0.01361849282
369	0.01375064611
370	0.01373002191
371	0.01404623748
372	0.01394121433
373	0.01386625112
374	0.014022063
375	0.01392880231
376	0.01406801057
377	0.01422285756
378	0.01427301104
379	0.0142092766
380	0.01416488845
381	0.01476163468
382	0.0146726823
383	0.01579011176
384	0.01589302312
385	0.01578531183
386	0.01571221008
387	0.01575100137
388	0.01557912661
389	0.01546978568
390	0.01531505977
391	0.01575395849
392	0.01576308608
393	0.01585373163
394	0.01592104613
395	0.01580660864
396	0.01571197954
397	0.01561921666
398	0.01554041057
399	0.01579260591
400	0.01599595483
401	0.01593088657
402	0.01590782045
403	0.0158896347
404	0.01589699751
405	0.0157944883
406	0.01567027697
407	0.01571755938
408	0.01571820908
409	0.01561782851
410	0.01549111319
411	0.01537110057
412	0.01526807057
413	0.01518334015
414	0.01517800327
415	0.01539380339
416	0.01530229491
417	0.01521041253
418	0.01506831648
419	0.01521969691
420	0.01530819186
421	0.01536830298
422	0.01541518692
423	0.01534932809
424	0.01535304654
425	0.01541200808
426	0.01543007753
427	0.01541678427
428	0.01548258552
429	0.0154645466
430	0.01544816692
431	0.01531345572
432	0.01520214334
433	0.01521202227
434	0.0151331254
435	0.01504422074
436	0.01502428611
437	0.01511223145
438	0.01517431306
439	0.01524879337
440	0.01521306237
441	0.0151524308
442	0.01525955403
443	0.01551456942
444	0.01539996233
445	0.01527111183
446	0.01565180367
447	0.01558243687
448	0.01547590186
449	0.01537490265
450	0.01530245556
451	0.01523874518
452	0.01519169693
453	0.01527165809
454	0.01532374398
455	0.01523899657
456	0.01515273351
457	0.01506467241
458	0.01508411234
459	0.01500453753
460	0.01493878549
461	0.01488845612
462	0.01480949503
463	0.01485566232
464	0.01479232597
465	0.01474710349
466	0.01472377756
467	0.01470987836
468	0.01467053606
469	0.01465652333
470	0.01505156158
471	0.01502046916
472	0.01494520771
473	0.01496737621
474	0.01535691456
475	0.01602610573
476	0.01589641884
477	0.01579998692
478	0.01566943124
479	0.01561863211
480	0.01573289243
481	0.01570226103
482	0.01573522931
483	0.01574959786
484	0.01578493453
485	0.01649467464
486	0.01638189963
487	0.01641143912
488	0.01630832971
489	0.01683026191
490	0.01673798307
491	0.01668453475
492	0.01658645025
493	0.01655515481
494	0.01641643535
495	0.0170079098
496	0.01706366589
497	0.01699382566
498	0.01701528136
499	0.01698140036
500	0.01691664232
501	0.01699815767
502	0.01703531959
503	0.01703703236
504	0.01692595501
505	0.01678095906
506	0.01665960107
507	0.01683225963
508	0.01672956597
509	0.01666017226
510	0.01684577035
511	0.0168710735
512	0.01677620911
513	0.01668390937
514	0.01666040822
515	0.0165200703
516	0.01646570205
517	0.01683379865
518	0.01670226588
519	0.01675856218
520	0.01662461509
521	0.01667755344
522	0.01674860959
523	0.01672643968
524	0.01660066084
525	0.01739429157
526	0.01724648356
527	0.01710010782
528	0.01721416863
529	0.01704363871
530	0.01695827855
531	0.01681407112
532	0.01668616341
533	0.01672865585
534	0.01673445804
535	0.01671960585
536	0.01658849335
537	0.01654474345
538	0.01645218084
539	0.01634715384
540	0.01625254919
541	0.01617724177
542	0.01631333931
543	0.01636569577
544	0.01623173283
545	0.01615430527
546	0.01620608611
547	0.01622421397
548	0.01614509579
549	0.01612482219
550	0.01609256693
551	0.01611619151
552	0.01603871688
553	0.01598184263
554	0.01589295776
555	0.01632032621
556	0.01716132873
557	0.01707136622
558	0.01697429182
559	0.0173374279
560	0.01724160678
561	0.01725408529
562	0.01707970327
563	0.01707882491
564	0.01696470893
565	0.01693001761
566	0.01697715307
567	0.01682215761
568	0.01669133145
569	0.0167692238
570	0.01666356718
571	0.01657536038
572	0.01646572693
573	0.01677622461
574	0.01668080211
575	0.01672178821
576	0.01665071097
577	0.01658272184
578	0.01704453844
579	0.01708069253
580	0.01696322697
581	0.01711850154
582	0.01712406106
583	0.01697126027
584	0.0171517468
585	0.01706437792
586	0.01714274084
587	0.01748692793
588	0.01737425875
589	0.01723820667
590	0.01710669434
591	0.01702825285
592	0.01696639218
593	0.01698407965
594	0.01696153551
595	0.01693443299
596	0.0168401624
597	0.01682714449
598	0.01735476471
599	0.01729927967
600	0.01714094069
601	0.01722626868
602	0.01758490157
603	0.01747287743
604	0.01737607242
605	0.01746452678
606	0.0174131767
607	0.01733526735
608	0.01739387644
609	0.01764077135
610	0.01752613604
611	0.01761772596
612	0.01780837666
613	0.01766694687
614	0.01772695109
615	0.01759508221
616	0.01770406633
617	0.01760579176
618	0.01762983014
619	0.01770001584
620	0.01759802828
621	0.01766694563
622	0.0176219608
623	0.01753441013
624	0.01753209705
625	0.01772063804
626	0.0175543783
627	0.01784510381
628	0.01786389813
629	0.01786317538
630	0.01785779642
631	0.0178619305
632	0.01786695126
633	0.01794247986
634	0.01789022244
635	0.01789888196
636	0.01790336952
637	0.01789279954
638	0.01786232103
639	0.01802051419
640	0.01795447864
641	0.01815643156
642	0.01799965632
643	0.01806058551
644	0.0180986217
645	0.01807127474
646	0.01802625067
647	0.01814339805
648	0.01812912846
649	0.01795675503
650	0.01782260165
651	0.01784246667
652	0.01784733898
653	0.01779110694
654	0.01769251554
655	0.01762463148
656	0.01780885799
657	0.01775564964
658	0.01771777798
659	0.01804530737
660	0.0180112742
661	0.01828360532
662	0.0182595981
663	0.01836398272
664	0.01846952178
665	0.01843879195
666	0.01846733179
667	0.01837149858
668	0.01839651237
669	0.01845273868
670	0.01830749993
671	0.01830596838
672	0.01826075876
673	0.01847386787
674	0.01843946357
675	0.01866480329
676	0.01871579136
677	0.01873267816
678	0.01865092926
679	0.01860537533
680	0.01869475384
681	0.01888896488
682	0.01878711942
683	0.01879136352
684	0.01867646562
685	0.01879126483
686	0.01879873992
687	0.01868345275
688	0.01856128225
689	0.0186804572
690	0.01891285337
691	0.01884705479
692	0.01880695172
693	0.01871993553
694	0.0185779732
695	0.01846111228
696	0.01855299615
697	0.01843061157
698	0.01854716521
699	0.01842265213
700	0.01857927825
701	0.01881104484
702	0.01874872862
703	0.01869974498
704	0.0186187522
705	0.01878743859
706	0.01871630656
707	0.018767176
708	0.01866433219
709	0.01875311354
710	0.01875023649
711	0.01912917909
712	0.01929099647
713	0.01929435631
714	0.01935019684
715	0.01942929358
716	0.01945290601
717	0.01935879762
718	0.0193739736
719	0.01935479281
720	0.01918829595
721	0.01934155105
722	0.01935809052
723	0.01931864214
724	0.01941119455
725	0.01940700767
726	0.01961282482
727	0.01945688678
728	0.01943827284
729	0.01969840368
730	0.01989169443
731	0.01984459835
732	0.01997780551
733	0.02013517514
734	0.02002017902
735	0.01993088515
736	0.01984272492
737	0.01999177168
738	0.020016214
739	0.01988898734
740	0.01975050256
741	0.01993981885
742	0.01975911673
743	0.01963092508
744	0.01961422622
745	0.0195707103
746	0.01951440245
747	0.0193989071
748	0.01941410847
749	0.0192921639
750	0.01923623617
751	0.01912120379
752	0.01901274982
753	0.01902660754
754	0.01922223098
755	0.01918143693
756	0.01908707937
757	0.01909272385
758	0.01932241533
759	0.01918983675
760	0.01905570211
761	0.0189526162
762	0.01889431805
763	0.01886980565
764	0.01893629271
765	0.01887439761
766	0.01876340523
767	0.01871732438
768	0.01874240516
769	0.01894799906
770	0.01909528757
771	0.01898694931
772	0.01900855627
773	0.01888316726
774	0.01908688617
775	0.01915269069
776	0.01909365699
777	0.01920552648
778	0.0192533967
779	0.01942789768
780	0.0194796669
781	0.01958923521
782	0.01985659583
783	0.01986275673
784	0.01974329809
785	0.01960478507
786	0.01955392934
787	0.01957881342
788	0.01946976319
789	0.01938230051
790	0.01936793894
791	0.01938354968
792	0.01947359879
793	0.01960390551
794	0.01964360056
795	0.01950966292
796	0.01978595944
797	0.01991133346
798	0.02000852292
799	0.02005722763
800	0.0201981277
801	0.02011193434
802	0.02024807293
803	0.02015847292
804	0.02015943144
805	0.02015465086
806	0.02010356911
807	0.02001705744
808	0.02021591562
809	0.02010070429
810	0.02017669436
811	0.02053072276
812	0.02047714145
813	0.02038909208
814	0.02049236684
815	0.02062846673
816	0.02083650627
817	0.02090227551
818	0.02096567733
819	0.02112940751
820	0.02145167691
821	0.02155116674
822	0.02170746159
823	0.02189408285
824	0.02182025726
825	0.02205787483
826	0.02199007481
827	0.02202790803
828	0.02214171519
829	0.02199867179
830	0.02176447088
831	0.02163911248
832	0.02146701197
833	0.02137399246
834	0.02128532828
835	0.02111982066
836	0.02115576488
837	0.02117689458
838	0.02128031669
839	0.02142819376
840	0.02154022731
841	0.0216355458
842	0.02186638309
843	0.02217954891
844	0.02224597573
845	0.02238484648
846	0.02237828899
847	0.02238074327
848	0.02227554281
849	0.02237661623
850	0.02225122503
851	0.02236462452
852	0.022351237
853	0.0221613578
854	0.02218860009
855	0.02240258959
856	0.02247527422
857	0.02260493969
858	0.0224460271
859	0.0223706411
860	0.02248916562
861	0.02238900743
862	0.02225575891
863	0.02208155769
864	0.02200950668
865	0.02200081685
866	0.02214190158
867	0.02226548684
868	0.02236677271
869	0.0225184442
870	0.02232738339
871	0.02242220668
872	0.02233367326
873	0.02229316951
874	0.02248510765
875	0.02256471462
876	0.02250919101
877	0.02277428757
878	0.02278631998
879	0.02264224328
880	0.02267545101
881	0.02270782519
882	0.0225028071
883	0.02234376596
884	0.02231454696
885	0.02229060563
886	0.02211496219
887	0.02208661588
888	0.0222250088
889	0.02211683019
890	0.0220228237
891	0.02198966221
892	0.02191369522
893	0.021816754
894	0.02199601585
895	0.02207911594
896	0.02206244176
897	0.02208448374
898	0.02202647218
899	0.02190924735
900	0.02187696563
901	0.0219054968
902	0.02189945228
903	0.0217317083
904	0.02191359549
905	0.0220869356
906	0.02224339403
907	0.02231506212
908	0.02222127357
909	0.02221189126
910	0.02226507861
911	0.0222227015
912	0.02225307855
913	0.0221810239
914	0.02229175791
915	0.02237626765
916	0.02256968142
917	0.02254762104
918	0.02263758285
919	0.02274217357
920	0.02301716146
921	0.02291801613
922	0.02310585422
923	0.02297174431
924	0.02290096637
925	0.02275096839
926	0.02269733704
927	0.02263279522
928	0.02287374519
929	0.02290844035
930	0.02284730736
931	0.02277288438
932	0.02274026194
933	0.02268653897
934	0.02272450461
935	0.02292490033
936	0.02281727154
937	0.02269157585
938	0.02270575698
939	0.02264648309
940	0.02259674621
941	0.02258309674
942	0.02260679012
943	0.02256266001
944	0.0227208034
945	0.02287680146
946	0.02301687804
947	0.02293780538
948	0.02300226937
949	0.02288702613
950	0.02289132623
951	0.02300115636
952	0.02327069475
953	0.02328301237
954	0.02342598598
955	0.02329113213
956	0.02343247808
957	0.02345210407
958	0.02354927149
959	0.02369856051
960	0.02372043757
961	0.023839789
962	0.02371076913
963	0.02388752913
964	0.02384549481
965	0.02401283616
966	0.02403639273
967	0.02414486112
968	0.02424772533
969	0.02428643901
970	0.02436825417
971	0.02447022527
972	0.02447863735
973	0.02440851183
974	0.02448518778
975	0.02472573798
976	0.0249330993
977	0.02485760062
978	0.02480308485
979	0.0247041102
980	0.02464265149
981	0.02484448675
982	0.02487367933
983	0.02489195192
984	0.02486007041
985	0.024687022
986	0.02456080651
987	0.02449370931
988	0.02459581609
989	0.02458106383
990	0.0248835531
991	0.02522589063
992	0.02538175164
993	0.02545689736
994	0.02530782428
995	0.02550208947
996	0.02548782532
997	0.02564073328
998	0.02560699983
999	0.02582120647
1000	0.02589252347
1001	0.02576953819
1002	0.02590519007
1003	0.02625427345
1004	0.02653834058
1005	0.02667584757
1006	0.02687069144
1007	0.02675725718
1008	0.02670140449
1009	0.02650148887
1010	0.02655247918
1011	0.02664243377
1012	0.02646163992
1013	0.02667473357
1014	0.02645121543
1015	0.02650343457
1016	0.02657357311
1017	0.02647689925
1018	0.02656218565
1019	0.02656693945
1020	0.02680118968
1021	0.02707844706
1022	0.02707384724
1023	0.02721168974
1024	0.02751720911
1025	0.02741554029
1026	0.0273684825
1027	0.02751911936
1028	0.02750518482
1029	0.02728093195
1030	0.02758089995
1031	0.02748339032
1032	0.02738999204
1033	0.02718394123
1034	0.0271583205
1035	0.02733822765
1036	0.02741104542
1037	0.0274872784
1038	0.02748661207
1039	0.02755811634
1040	0.027754088
1041	0.02771312609
1042	0.02777504482
1043	0.02786508919
1044	0.02764917342
1045	0.02758588094
1046	0.02766683704
1047	0.02807435478
1048	0.02827912999
1049	0.02819838067
1050	0.02845844521
1051	0.02835879477
1052	0.02832322449
1053	0.02820416321
1054	0.02803483714
1055	0.02796551931
1056	0.02803311334
1057	0.02778245538
1058	0.02781449022
1059	0.02789106362
1060	0.02771754168
1061	0.02758576566
1062	0.02764114141
1063	0.02745589712
1064	0.02740951507
1065	0.02728108562
1066	0.02724189347
1067	0.02711927156
1068	0.02695917343
1069	0.02704040516
1070	0.02701876732
1071	0.02684043174
1072	0.02674720353
1073	0.02695164298
1074	0.02696416588
1075	0.02678638984
1076	0.02687187138
1077	0.02676562942
1078	0.02677428947
1079	0.02676379212
1080	0.02670358757
1081	0.02663812659
1082	0.02657877955
1083	0.02648083965
1084	0.02648208081
1085	0.02651039004
1086	0.02664898778
1087	0.02678041026
1088	0.02678475848
1089	0.02706559418
1090	0.02718642806
1091	0.02714965094
1092	0.02696726102
1093	0.02700976598
1094	0.02690288547
1095	0.02674373749
1096	0.02675197792
1097	0.0266613818
1098	0.0268617355
1099	0.0267447824
1100	0.02680907943
1101	0.02716342347
1102	0.02751565283
1103	0.02758395001
1104	0.02736571578
1105	0.02729567446
1106	0.02740294416
1107	0.02746622669
1108	0.02776959038
1109	0.02772901486
1110	0.02775121566
1111	0.02788329331
1112	0.02778283947
1113	0.02776792924
1114	0.02757379433
1115	0.02770464701
1116	0.02791235332
1117	0.02779636042
1118	0.02788815453
1119	0.02817716138
1120	0.02807742021
1121	0.02801321629
1122	0.02823856915
1123	0.02804257409
1124	0.02798889436
1125	0.02800003421
1126	0.02784921941
1127	0.02795006627
1128	0.02824188882
1129	0.02802643799
1130	0.02824306842
1131	0.02826047515
1132	0.02816188882
1133	0.0280940628
1134	0.0279431029
1135	0.0279184949
1136	0.02797283867
1137	0.02777969381
1138	0.02759249045
1139	0.02765648448
1140	0.02765711647
1141	0.02753212316
1142	0.02746881788
1143	0.02738632032
1144	0.02742512369
1145	0.02754029125
1146	0.02737950592
1147	0.02728186022
1148	0.02720420498
1149	0.02759761726
1150	0.02753630385
1151	0.0276739936
1152	0.02755189481
1153	0.0275022309
1154	0.02735417013
1155	0.02725410375
1156	0.02730872665
1157	0.02741395399
1158	0.02741849429
1159	0.02753939137
1160	0.0276166654
1161	0.02759494909
1162	0.02765624417
1163	0.02768372777
1164	0.0277178471
1165	0.02773184795
1166	0.02781393462
1167	0.02794702545
1168	0.02785828642
1169	0.02778675112
1170	0.0277995975
1171	0.02785903978
1172	0.0278073967
1173	0.02777594179
1174	0.02784738972
1175	0.02772730062
1176	0.02777690852
1177	0.02779953312
1178	0.02790406994
1179	0.02776621466
1180	0.0278321419
1181	0.02784244075
1182	0.02769646466
1183	0.02762447071
1184	0.02764052237
1185	0.02751499768
1186	0.02735415696
1187	0.02733529283
1188	0.02725191587
1189	0.02724033837
1190	0.02724284072
1191	0.02724909716
1192	0.02734613794
1193	0.0272143189
1194	0.02726779206
1195	0.02756641703
1196	0.02761546942
1197	0.0279028358
1198	0.02804628151
1199	0.0281493993
1200	0.02804793175
1201	0.02816610613
1202	0.02806709351
1203	0.02819028027
1204	0.02809752939
1205	0.02791831531
1206	0.02799360652
1207	0.02785162258
1208	0.02776224184
1209	0.02787993229
1210	0.02768244489
1211	0.02768106151
1212	0.02769872342
1213	0.02761786833
1214	0.02769118859
1215	0.02768613492
1216	0.02775634526
1217	0.02775234611
1218	0.02766525544
1219	0.02755831697
1220	0.02747350606
1221	0.02745515838
1222	0.02761600683
1223	0.02773532343
1224	0.02779322874
1225	0.02772163614
1226	0.02763106093
1227	0.02777422231
1228	0.02776643631
1229	0.02774500463
1230	0.02776072966
1231	0.02769390884
1232	0.02761373348
1233	0.02775526664
1234	0.02777873561
1235	0.02766370166
1236	0.02760519883
1237	0.02755900627
1238	0.02756910158
1239	0.02755757101
1240	0.02751551246
1241	0.02763762438
1242	0.02754491252
1243	0.02780417067
1244	0.02778901542
1245	0.02795339081
1246	0.02797911992
1247	0.02782009338
1248	0.02808498982
1249	0.02802315589
1250	0.0280127549
1251	0.02786470705
1252	0.02786649258
1253	0.02796339129
1254	0.02779175387
1255	0.02779811669
1256	0.02767779471
1257	0.02765754211
1258	0.02758744224
1259	0.02759665799
1260	0.02760842233
1261	0.02748261369
1262	0.02736906904
1263	0.02720389144
1264	0.02711619296
1265	0.02724356465
1266	0.02723815739
1267	0.02717254714
1268	0.0271141593
1269	0.02703581929
1270	0.02715341615
1271	0.026999983
1272	0.0269524447
1273	0.0269900132
1274	0.0271450577
1275	0.02714306382
1276	0.02709130809
1277	0.02725202439
1278	0.02707328807
